locustag,asmid,species_name,phylum,subphylum,class,order,family,genus,total_proteins,adhesion_count,adhesion_fraction,mean_adhesion_prob,median_adhesion_prob
F7E3887E,GCA_023014435.1_ASM2301443v1,Amanita fuliginea,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,12442,63,0.005063494615013663,0.8195920634920635,0.857
F97183DC,GCA_001691775.3_ASM169177v3,Amanita inopinata,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,6542,40,0.006114338122898196,0.827735,0.8636
F36CABC3,GCA_000497225.1_AmaJack1.0,Amanita jacksonii,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,8676,61,0.007030889810972799,0.8498016393442623,0.8867
FA685757,GCA_023014405.1_ASM2301440v1,Amanita molliuscula,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,6457,36,0.00557534458726963,0.8456305555555556,0.8892
F092CD58,GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0,Amanita muscaria,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,10310,68,0.006595538312318138,0.834039705882353,0.88425
F4C75376,GCA_023014475.1_ASM2301447v1,Amanita pallidorosea,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,12084,63,0.005213505461767627,0.8042698412698412,0.8032
F958615C,GCA_032173475.1_ASM3217347v1,Amanita phalloides,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,8772,60,0.006839945280437756,0.7829583333333333,0.7914000000000001
F4A89037,GCA_001691755.2_ASM169175v2,Amanita polypyramis,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,6441,32,0.004968172643999379,0.782253125,0.79725
FA234F74,GCA_003316615.1_ASM331661v1,Amanita pseudoporphyria,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,17836,101,0.005662704642296479,0.8210613861386139,0.8673
F3C410A9,GCA_023014395.1_ASM2301439v1,Amanita rimosa,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,5773,31,0.005369825047635545,0.7791258064516129,0.7969
F9FFFFCA,GCA_015039365.1_Amarub1,Amanita rubescens,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,19598,185,0.009439738748851925,0.8018232432432433,0.8188
F2E2A438,GCA_020011035.1_ASM2001103v1,Amanita subjunquillea,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,7214,34,0.0047130579428888274,0.7750970588235294,0.76085
F424AB2E,GCA_002554575.1_Amanita_thiersii_v1.0,Amanita thiersii,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Amanitaceae,Amanita,8376,76,0.009073543457497613,0.8026907894736842,0.81685
FE1053B4,GCA_001430945.1_ASM143094v1,Amauroascus niger,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Onygenaceae,Amauroascus,11750,107,0.009106382978723404,0.8424953271028037,0.9207
F900CCC1,GCA_001430935.1_ASM143093v1,Amauroascus verrucosus,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Onygenaceae,Amauroascus,9453,84,0.008886067914947636,0.8520119047619048,0.902
FB219AA8,GCA_017499575.1_ASM1749957v1,Amauroderma rugosum,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Amauroderma,12035,145,0.012048192771084338,0.7840496551724138,0.7909
F9F7649B,GCA_910591945.1_Ambispora_gerdemannii_MT106,Ambispora gerdemannii,Mucoromycota,Glomeromycotina,Glomeromycetes,Archaeosporales,Ambisporaceae,Ambispora,17776,173,0.009732223222322232,0.7834421965317919,0.8093
F71D2AD7,GCA_910591765.1_Ambispora_leptoticha_FL130A,Ambispora leptoticha,Mucoromycota,Glomeromycotina,Glomeromycetes,Archaeosporales,Ambisporaceae,Ambispora,24473,231,0.009438973562701753,0.8286082251082251,0.864
FFA10D02,GCA_030294605.1_ASM3029460v1,Ambrosiella beaveri,Ascomycota,Pezizomycotina,Sordariomycetes,Microascales,Ceratocystidaceae,Ambrosiella,6746,94,0.01393418321968574,0.8487893617021277,0.89445
FFBC5073,GCA_017139545.1_ASM1713954v1,Ambrosiella cleistominuta,Ascomycota,Pezizomycotina,Sordariomycetes,Microascales,Ceratocystidaceae,Ambrosiella,6759,96,0.014203284509542832,0.8514489583333333,0.8897999999999999
F7080087,GCA_002778035.1_ASM277803v1,Ambrosiella xylebori,Ascomycota,Pezizomycotina,Sordariomycetes,Microascales,Ceratocystidaceae,Ambrosiella,6692,101,0.015092647937836223,0.862320792079208,0.9176
FD173A44,GCA_003705185.2_ASM370518v2,Ambrosiozyma ambrosiae,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,5860,91,0.01552901023890785,0.8865703296703297,0.9692
F9B8AE0B,GCA_030567475.1_ASM3056747v1,Ambrosiozyma angophorae,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,5099,64,0.012551480682486762,0.91531875,0.9581999999999999
F223FFD1,GCA_030579935.1_ASM3057993v1,Ambrosiozyma cicatricosa,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,7328,220,0.030021834061135372,0.8949977272727273,0.9746
F011C435,GCA_030572235.1_ASM3057223v1,Ambrosiozyma kamigamensis,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,7995,182,0.022764227642276424,0.8839236263736264,0.9532499999999999
F97E0C66,GCA_001599075.1_JCM_15019_assembly_v001,Ambrosiozyma kashinagicola,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,5683,63,0.011085694175611473,0.8871571428571429,0.9403
F3CA2D9F,GCA_030568425.1_ASM3056842v1,Ambrosiozyma llanquihuensis,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,5673,74,0.013044244667724308,0.9102081081081081,0.98625
F6F46717,GCA_003706635.2_ASM370663v2,Ambrosiozyma maleeae,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,5262,52,0.009882174078297225,0.8807057692307693,0.9478
F8CF5BA2,GCA_001599995.1_JCM_7599_assembly_v001,Ambrosiozyma monospora,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,7314,233,0.031856713152857534,0.9044579399141631,0.9839
F522CD09,GCA_030567495.1_ASM3056749v1,Ambrosiozyma neoplatypodis,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,7527,232,0.03082237279128471,0.9077030172413794,0.985
F7BE696F,GCA_003706315.3_ASM370631v3,Ambrosiozyma oregonensis,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,6235,106,0.017000801924619086,0.8753877358490566,0.929
FEC3FC83,GCA_003707675.3_ASM370767v3,Ambrosiozyma philentoma,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,6822,170,0.024919378481383758,0.8970558823529412,0.98065
FA733804,GCA_030557395.1_ASM3055739v1,Ambrosiozyma platypodis,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,6478,173,0.026705773386847792,0.8897156069364162,0.9816
FFFFA448,GCA_003707895.3_ASM370789v3,Ambrosiozyma pseudovanderkliftii,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,5685,82,0.014423922603342128,0.8914219512195122,0.94945
F8EAC89D,GCA_003705225.2_ASM370522v2,Ambrosiozyma vanderkliftii,Ascomycota,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,5697,77,0.013515885553800245,0.8971155844155844,0.9707
FC761306,GCA_004802645.1_ASM480264v1,Amesia nigricolor,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Amesia,8631,124,0.014366817286525316,0.8610661290322581,0.91145
F9E7F636,GCA_010015725.1_Amnli1,Amniculicola lignicola,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Amniculicolaceae,Amniculicola,12168,179,0.014710716633793556,0.8352284916201117,0.9102
F8E7AE41,GCA_018985225.1_ASM1898522v1,Amoeboradix gromovi,Sanchytriomycota,Sanchytriomycotina,Sanchytriomycetes,Sanchytriales,Sanchytriaceae,Amoeboradix,2154,28,0.012999071494893221,0.8182892857142857,0.86035
F7B2FC32,GCF_003019875.1_Amore1,Amorphotheca resinae,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Amorphothecaceae,Amorphotheca,8285,100,0.012070006035003017,0.848098,0.9309000000000001
F8902A33,GCA_018398575.1_ASM1839857v1,Ampelomyces quisqualis,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ampelomyces,9063,121,0.013350987531722388,0.8196247933884298,0.8492
F470390A,GCA_001875675.1_ASM187567v1,Amphiamblys sp. WSBS2006,Microsporidia,Microsporidiomycotina,,,Amphiacanthidae,Amphiamblys,2210,36,0.016289592760180997,0.8155944444444444,0.9023
F4D7945E,GCA_004123355.1_ASM412335v1,Amphirosellinia nigrospora,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,11601,131,0.011292129988794069,0.8009893129770992,0.8401
FA79BEBB,GCA_019669835.1_Amyenc1,Amylocarpus encephaloides,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,,Amylocarpus,10594,163,0.015386067585425713,0.8687411042944785,0.943
FF584383,GCA_022376435.1_Amylap1_1,Amylocystis lapponica,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Postiaceae,Amylocystis,10787,76,0.007045517752850654,0.7664907894736842,0.76545
FBE9B343,GCA_036971615.1_ASM3697161v1,Amyloporia xantha,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Adustoporiaceae,Amyloporia,12246,79,0.006451086068920464,0.830973417721519,0.8912
FA8D86EB,GCA_012932865.1_ASM1293286v1,Amylostereum areolatum,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Amylostereum,15129,106,0.007006411527529909,0.845577358490566,0.89115
FEF92505,GCA_022385825.1_Amycha1,Amylostereum chailletii,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Amylostereum,11221,102,0.009090098921664735,0.826671568627451,0.8672500000000001
F76F2617,GCA_002104895.1_Anaeromyces_sp._S4_v1.0,Anaeromyces robustus,Chytridiomycota,Neocallimastigomycotina,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Anaeromyces,12515,447,0.03571713943268078,0.8191391498881432,0.8576
FB9EBF66,GCA_038502455.1_ASM3850245v1,Anisogramma anomala,Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Valsaceae,Anisogramma,8850,95,0.010734463276836158,0.8406294736842105,0.8795
F072FF26,GCA_022836615.1_Annbov1,Annulohypoxylon bovei,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,11121,181,0.016275514791835265,0.8338265193370166,0.8913
F084B9C9,GCF_022496945.1_Annmae1,Annulohypoxylon maeteangense,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,10799,175,0.01620520418557274,0.8490108571428572,0.8977
FE6C0C0A,GCA_022695765.1_Annmor1,Annulohypoxylon moriforme,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,11270,193,0.01712511091393079,0.8154062176165803,0.8635
FD0C231D,GCA_022496965.1_Annnit1,Annulohypoxylon nitens,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,11354,192,0.016910339968293112,0.8227526041666666,0.86625
F21010A9,GCA_040104375.1_ASM4010437v1,Annulohypoxylon sp. FPYF3050,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,11351,182,0.016033829618535812,0.8323489010989011,0.8725
FFCAF2BB,GCA_040126005.1_TJAS01,Annulohypoxylon stygium,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,11394,169,0.014832367912936633,0.8361751479289941,0.8702
F28D8A82,GCF_022578515.1_Anntru1,Annulohypoxylon truncatum,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,10961,179,0.01633062676763069,0.8425709497206704,0.8844
F4ABCCAB,GCA_010623925.1_ASM1062392v1,Antarctomyces pellizariae,Ascomycota,Pezizomycotina,Leotiomycetes,Thelebolales,Thelebolaceae,Antarctomyces,7002,101,0.014424450157097972,0.8665356435643564,0.9297
F9D4A421,GCA_963556695.1_KHLLAP,Anthostomella pinea,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,13903,209,0.015032726749622383,0.8576712918660288,0.9076
F72965E8,GCA_014826065.1_ASM1482606v1,Anthracocystis panici-leucophaei,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,6265,28,0.004469273743016759,0.7528714285714285,0.72585
FA945640,GCA_928724745.1_BRIP_26904_a,Anthracocystis setariae,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,6491,38,0.005854259744261285,0.8033368421052631,0.8062
F2DF3BCD,GCA_928858565.1_RK031,Anthracocystis walkeri,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,6308,32,0.0050729232720355105,0.772934375,0.7597
F11FA1E0,GCA_007674295.1_ASM767429v1,Antonospora locustae,Microsporidia,Microsporidiomycotina,,,,Antonospora,1531,3,0.001959503592423253,0.7587333333333334,0.8232
F5B59BF0,GCA_022598655.1_ASM2259865v1,Antrodia cinnamomea,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,8445,64,0.0075784487862640615,0.8148375,0.858
F2F84183,GCA_004802725.1_ASM480272v1,Antrodiella citrinella,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Steccherinaceae,Antrodiella,10550,103,0.00976303317535545,0.8386281553398058,0.8833
F0DCC5B3,GCA_015345905.1_ASM1534590v1,Aotearoamyces nothofagi,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiales,Tympanidaceae,Aotearoamyces,8151,124,0.015212857318120476,0.8666637096774193,0.9288
F158362D,GCA_014839905.1_ASM1483990v1,Aphanoascus verrucosus,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,7251,78,0.01075713694662805,0.8672782051282051,0.9209499999999999
FCE0DFBC,GCA_029218145.1_ASM2921814v1,Aphanocladium album,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,,Aphanocladium,10273,169,0.016450890684318115,0.8579698224852071,0.9232
F79E968A,GCA_030549205.1_Apibac1,Apiosordaria backusii,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria,10543,205,0.019444180973157546,0.8314673170731708,0.8666
FD8BD657,GCA_039105305.1_ASM3910530v1,Apiospora arundinis,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,13972,256,0.018322359003721728,0.84002265625,0.8893
F40622CD,GCF_038362705.1_ASM3836270v1,Apiospora aurea,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,13504,248,0.018364928909952605,0.8267201612903226,0.86985
FBD2974D,GCA_040333125.1_ASM4033312v1,Apiospora guizhouensis,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,13961,265,0.018981448320320893,0.8284116981132076,0.8771
FE3DEBEB,GCF_038363865.1_ASM3836386v1,Apiospora hydei,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,13725,250,0.018214936247723135,0.8381748,0.89175
F106BE0C,GCF_038363985.1_ASM3836398v1,Apiospora kogelbergensis,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,13114,220,0.016775964617965534,0.8394581818181818,0.8755999999999999
FC5661A0,GCA_006508115.1_ASM650811v1,Apiospora malaysiana,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,13313,240,0.01802749192518591,0.83951,0.896
F8C4A3B1,GCF_038362585.1_ASM3836258v1,Apiospora marii,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,14556,268,0.018411651552624347,0.8341350746268656,0.899
F3BD46A3,GCF_038363925.1_ASM3836392v1,Apiospora phragmitis,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,13406,228,0.017007310159630015,0.8272315789473684,0.8784000000000001
FEF18550,GCA_019976485.1_ASM1997648v1,Apiospora pterosperma,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,12683,220,0.017346053772766695,0.8210554545454546,0.8645499999999999
F3B33643,GCA_038363885.1_ASM3836388v1,Apiospora rasikravindrae,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,13809,252,0.018248968064305888,0.8311853174603174,0.8726499999999999
F65FD153,GCA_038363915.1_ASM3836391v1,Apiospora saccharicola,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,14921,272,0.018229341196970714,0.8363544117647059,0.8843
F72C1F5F,GCA_038364195.1_ASM3836419v1,Apiospora sp. TS-2023a,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,14750,274,0.018576271186440677,0.8339653284671533,0.8847
F9A897E8,GCA_040366785.1_JCM_6018_assembly_v001,Apiospora sphaerosperma,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,14584,274,0.018787712561711464,0.8463102189781022,0.9013
FC35D36E,GCA_002973495.1_ASM297349v1,Apiotrichum akiyoshidainum,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,8797,144,0.016369216778447198,0.8053701388888889,0.8155
F5267376,GCA_001600295.1_JCM_1599_assembly_v001,Apiotrichum brassicae,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,7381,93,0.01259991871020187,0.7935118279569893,0.8257
F7380357,GCA_040285315.1_ASM4028531v1,Apiotrichum cacaoliposimilis,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,7528,98,0.013018065887353878,0.819530612244898,0.8499000000000001
F962C521,GCA_001599015.1_JCM_9580_assembly_v001,Apiotrichum domesticum,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,7329,100,0.013644426251876108,0.810628,0.8343
FF6C5AEB,GCA_001600315.1_JCM_9941_assembly_v001,Apiotrichum gamsii,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,7546,86,0.011396766498807316,0.8046686046511627,0.84535
F48A4361,GCA_001600335.1_JCM_10018_assembly_v001,Apiotrichum gracile,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,7616,105,0.013786764705882353,0.8093114285714286,0.8249
FE1A3286,GCA_001600735.1_JCM_2947_assembly_v001,Apiotrichum laibachii,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,8684,142,0.0163519115614924,0.8096485915492958,0.85165
FDF3175D,GCA_001598995.1_JCM_9937_assembly_v001,Apiotrichum montevideense,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,7422,98,0.013203988143357586,0.7788163265306123,0.7901
F72C339E,GCA_013177335.1_ASM1317733v1,Apiotrichum mycotoxinovorans,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,8232,127,0.015427599611273081,0.792763779527559,0.81
F8598B76,GCF_003942205.1_ASM394220v1,Apiotrichum porosum,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,8166,82,0.010041636051922606,0.7965378048780488,0.81975
F3CBA606,GCA_023653615.1_APSI0,Apiotrichum siamense,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,7053,85,0.012051609244293209,0.8178741176470589,0.8363
F4E82836,GCA_025530005.1_ASM2553000v1,Apiotrichum sp. M3315A-1,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,14284,195,0.01365163819658359,0.7891015384615384,0.7897
FDB92978,GCA_025531445.1_ASM2553144v1,Apiotrichum sp. PA4207,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,14114,187,0.013249256057814936,0.8069604278074867,0.8368
FFEF698D,GCA_025531405.1_ASM2553140v1,Apiotrichum sp. PDH3304B,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,14087,201,0.014268474480017036,0.7907323383084577,0.8078
F11B9CDA,GCA_025531385.1_ASM2553138v1,Apiotrichum sp. PL3306B,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,14338,193,0.013460733714604548,0.7918823834196891,0.807
FA4F8E7A,GCA_025529995.1_ASM2552999v1,Apiotrichum sp. PL3309B,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,13938,186,0.01334481274214378,0.791513440860215,0.80425
F3924A56,GCA_025529965.1_ASM2552996v1,Apiotrichum sp. Y3305A,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,13249,181,0.013661408408181749,0.795132044198895,0.8173
FE62542B,GCA_025530845.1_ASM2553084v1,Apiotrichum sp. Y4201-1,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,13976,196,0.014024041213508873,0.7989964285714286,0.82355
FAAA4B44,GCA_025531455.1_ASM2553145v1,Apiotrichum sp. Y4204,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,14115,196,0.013885936946510804,0.7990260204081633,0.8444
F5CEFD05,GCA_001600595.1_JCM_10691_assembly_v001,Apiotrichum veenhuisii,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,8250,129,0.015636363636363636,0.7996503875968992,0.8308
F844F32B,GCF_010093885.1_Aplpr1,Aplosporella prunicola,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Aplosporellaceae,Aplosporella,9553,148,0.015492515440175861,0.86715,0.9394
F8F3DE3F,GCA_033439685.1_Apope1,Apodospora peruviana,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodospora,12336,244,0.019779507133592736,0.8594581967213115,0.9201
F7842AA1,GCA_000696995.1_ApoEleB7760-1.0,Apophysomyces elegans,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Mucoraceae,Apophysomyces,11201,59,0.005267386840460673,0.8046220338983051,0.8443
